,attA,attB,defA,defB,midA,midB,ratA,ratB,tierA,tierB,winA
949,77.5,82.0,74.83,80.5,78.33,83.33,76.91,81.82,3.0,2.0,-1.0
950,77.5,85.5,74.83,82.0,78.33,84.0,76.91,83.45,3.0,2.0,-1.0
951,77.5,90.5,74.83,88.5,78.33,90.0,76.91,89.45,3.0,1.0,-1.0
952,77.5,84.0,74.83,80.83,78.33,85.0,76.91,82.64,3.0,2.0,-1.0
953,77.5,85.67,74.83,83.33,78.33,85.5,76.91,84.45,3.0,1.0,-1.0
954,77.5,80.0,74.83,75.17,78.33,75.75,76.91,75.91,3.0,3.0,1.0
955,77.5,85.0,74.83,80.33,78.33,83.75,76.91,82.45,3.0,2.0,-1.0
956,77.5,72.0,74.83,68.17,78.33,71.67,76.91,70.91,3.0,3.0,0.0
957,77.5,91.25,74.83,85.67,78.33,90.0,76.91,89.0,3.0,1.0,-1.0
958,77.5,91.67,74.83,87.5,78.33,88.5,76.91,89.09,3.0,1.0,-1.0
959,77.5,83.5,74.83,82.67,78.33,89.0,76.91,83.64,3.0,2.0,-1.0
960,77.5,89.5,74.83,84.5,78.33,84.33,76.91,85.45,3.0,1.0,-1.0
961,89.5,82.33,84.5,74.17,84.33,83.0,85.45,79.0,1.0,2.0,1.0
962,89.5,84.0,84.5,78.83,84.33,82.5,85.45,81.55,1.0,2.0,1.0
963,89.5,84.5,84.5,79.0,84.33,85.33,85.45,82.82,1.0,2.0,1.0
964,89.5,87.25,84.5,81.17,84.33,84.0,85.45,84.18,1.0,1.0,0.0
965,89.5,78.0,84.5,72.33,84.33,76.0,85.45,74.45,1.0,3.0,1.0
966,89.5,77.33,84.5,77.5,84.33,78.5,85.45,77.82,1.0,2.0,1.0
967,89.5,79.75,84.5,71.67,84.33,79.0,85.45,76.55,1.0,3.0,1.0
968,89.5,80.5,84.5,77.67,84.33,81.0,85.45,79.55,1.0,2.0,1.0
969,89.5,82.0,84.5,78.83,84.33,79.0,85.45,80.36,1.0,2.0,1.0
970,89.5,79.33,84.5,76.5,84.33,77.0,85.45,77.45,1.0,2.0,1.0
971,89.5,90.33,84.5,86.33,84.33,91.0,85.45,88.64,1.0,1.0,0.0
972,89.5,86.0,84.5,83.0,84.33,87.5,85.45,85.55,1.0,1.0,0.0
973,89.5,85.5,84.5,81.67,84.33,87.67,85.45,84.55,1.0,1.0,0.0
974,89.5,90.0,84.5,85.5,84.33,89.0,85.45,87.64,1.0,1.0,1.0
975,89.5,92.33,84.5,89.0,84.33,91.5,85.45,90.73,1.0,1.0,1.0
976,89.5,88.0,84.5,88.5,84.33,89.67,85.45,88.82,1.0,1.0,-1.0
977,89.5,75.5,84.5,74.67,84.33,77.67,85.45,75.82,1.0,3.0,1.0
978,89.5,88.5,84.5,81.67,84.33,85.0,85.45,84.64,1.0,1.0,1.0
979,89.5,90.0,84.5,85.33,84.33,89.5,85.45,87.73,1.0,1.0,0.0
980,89.5,82.0,84.5,80.5,84.33,83.33,85.45,81.82,1.0,2.0,1.0
981,89.5,85.5,84.5,82.0,84.33,84.0,85.45,83.45,1.0,2.0,1.0
982,89.5,90.5,84.5,88.5,84.33,90.0,85.45,89.45,1.0,1.0,-1.0
983,89.5,84.0,84.5,80.83,84.33,85.0,85.45,82.64,1.0,2.0,1.0
984,89.5,85.67,84.5,83.33,84.33,85.5,85.45,84.45,1.0,1.0,0.0
985,89.5,80.0,84.5,75.17,84.33,75.75,85.45,75.91,1.0,3.0,1.0
986,89.5,85.0,84.5,80.33,84.33,83.75,85.45,82.45,1.0,2.0,-1.0
987,89.5,72.0,84.5,68.17,84.33,71.67,85.45,70.91,1.0,3.0,1.0
988,89.5,91.25,84.5,85.67,84.33,90.0,85.45,89.0,1.0,1.0,-1.0
989,89.5,91.67,84.5,87.5,84.33,88.5,85.45,89.09,1.0,1.0,-1.0
990,89.5,83.5,84.5,82.67,84.33,89.0,85.45,83.64,1.0,2.0,-1.0
991,89.5,77.5,84.5,74.83,84.33,78.33,85.45,76.91,1.0,3.0,1.0
